country,year,fertility,gdp_capita,life_expectancy,population
Paraguay,2004,3.12,7980,74.1,5730000
Peru,2004,2.73,7140,76.3,27600000
Philippines,2004,3.58,4640,69.2,84700000
Poland,2004,1.28,16600,75.0,38400000
Portugal,2004,1.43,26400,78.3,10500000
Qatar,2004,2.71,117000,76.6,753000
Romania,2004,1.36,13700,71.9,21600000
Russia,2004,1.34,18100,65.3,144000000
Rwanda,2004,5.24,990,55.4,8680000
Samoa,2004,4.46,5160,72.2,179000
Sao Tome and Principe,2004,5.07,2110,66.0,154000
Saudi Arabia,2004,3.51,44600,74.8,23100000
Senegal,2004,5.2,2600,62.8,10800000
Serbia,2004,1.66,10200,72.6,9240000
Seychelles,2004,2.22,16400,72.1,87400
Sierra Leone,2004,5.97,1060,52.1,5430000
Singapore,2004,1.26,59700,80.9,4180000
Slovak Republic,2004,1.23,18800,74.4,5400000
Slovenia,2004,1.27,26000,77.0,1990000
Solomon Islands,2004,4.54,1630,61.0,459000
Somalia,2004,7.38,614,54.0,10100000
South Africa,2004,2.7,10600,52.3,47300000
South Korea,2004,1.18,24600,78.2,48500000
South Sudan,2004,5.89,3180,56.3,7210000
Spain,2004,1.33,32300,80.2,43300000
Sri Lanka,2004,2.28,6140,69.3,19400000
St. Lucia,2004,1.74,11200,74.2,162000
St. Vincent and the Grenadines,2004,2.2,9110,72.3,109000
Sudan,2004,5.2,2630,64.3,30200000
Suriname,2004,2.71,11600,69.6,494000
Sweden,2004,1.77,40300,80.2,8990000
Switzerland,2004,1.42,51500,81.3,7320000
Syria,2004,3.65,5460,74.7,17800000
Tajikistan,2004,3.53,1640,69.2,6660000
Tanzania,2004,5.65,1830,56.1,37400000
Thailand,2004,1.58,11100,73.8,65000000
Timor-Leste,2004,6.88,4900,67.1,972000
Togo,2004,5.23,1160,56.9,5470000
Tonga,2004,4.18,4910,70.7,100000
Trinidad and Tobago,2004,1.76,25000,71.5,1290000
Tunisia,2004,2.0,8570,75.5,10000000
Turkey,2004,2.31,15200,76.5,67000000
Turkmenistan,2004,2.67,5810,66.5,4700000
Uganda,2004,6.65,1220,52.5,26800000
Ukraine,2004,1.2,7020,68.0,47200000
United Arab Emirates,2004,2.24,98500,72.0,4070000
United Kingdom,2004,1.72,36300,79.0,59900000
United States,2004,2.06,48300,77.5,292000000
Uruguay,2004,2.17,12100,75.1,3320000
Uzbekistan,2004,2.48,2910,66.8,26100000
Vanuatu,2004,3.95,2540,63.4,204000
Venezuela,2004,2.66,14000,74.7,26000000
Vietnam,2004,1.89,3210,72.3,83100000
Yemen,2004,5.6,4140,65.3,19500000
Zambia,2004,5.86,2420,48.4,11600000
Zimbabwe,2004,3.98,2100,45.1,12000000
Afghanistan,2005,6.83,1100,57.4,25700000
Albania,2005,1.75,7430,76.0,3090000
Algeria,2005,2.5,12400,75.3,33100000
Angola,2005,6.47,5110,55.7,19400000
Antigua and Barbuda,2005,2.22,22200,75.8,81500
Argentina,2005,2.45,15600,75.3,38900000
Armenia,2005,1.4,5360,73.4,2980000
Australia,2005,1.86,39000,81.2,20200000
Austria,2005,1.41,41300,79.6,8250000
Azerbaijan,2005,1.82,8180,67.5,8540000
Bahamas,2005,1.86,32800,73.4,325000
Bahrain,2005,2.45,43200,75.1,889000
Bangladesh,2005,2.61,1990,67.6,139000000
Barbados,2005,1.76,16000,75.5,276000
Belarus,2005,1.32,11200,68.6,9560000
Belgium,2005,1.76,39800,79.2,10500000
Belize,2005,3.07,7850,72.3,284000
Benin,2005,5.63,1740,59.2,7980000
Bhutan,2005,2.84,4580,69.3,649000
Bolivia,2005,3.6,4640,69.0,9230000
Bosnia and Herzegovina,2005,1.29,8350,75.9,3770000
Botswana,2005,2.99,11700,52.7,1800000
Brazil,2005,1.98,12400,73.1,186000000
Brunei,2005,1.85,83000,74.7,365000
Bulgaria,2005,1.34,12400,72.6,7690000
Burkina Faso,2005,6.27,1270,55.3,13400000
Burundi,2005,6.69,693,49.7,7360000
Cambodia,2005,3.23,1970,63.7,13300000
Cameroon,2005,5.35,2780,54.9,17700000
Canada,2005,1.57,40600,80.2,32200000
Cape Verde,2005,3.13,4760,72.5,463000
Central African Republic,2005,5.38,840,45.2,4040000
Chad,2005,7.07,1790,53.6,10100000
Chile,2005,1.98,17000,77.9,16200000
China,2005,1.57,5700,74.2,1330000000
Colombia,2005,2.2,9340,76.4,42600000
Comoros,2005,5.22,2370,64.5,612000
"Congo, Dem. Rep.",2005,6.71,594,55.9,54800000
"Congo, Rep.",2005,5.04,4870,56.3,3620000
Costa Rica,2005,2.07,10900,79.3,4290000
Cote d'Ivoire,2005,5.42,2680,54.2,18400000
Croatia,2005,1.38,20100,75.5,4380000
Cuba,2005,1.57,5250,77.6,11300000
Cyprus,2005,1.52,33600,77.9,1030000
Czech Republic,2005,1.3,25800,76.3,10300000
Denmark,2005,1.8,44600,78.3,5420000
Djibouti,2005,3.87,2290,61.6,783000
Dominican Republic,2005,2.75,9150,73.2,9100000
Ecuador,2005,2.79,8550,74.0,13800000
Egypt,2005,3.02,8140,68.8,75500000
El Salvador,2005,2.53,5890,72.4,6050000
Equatorial Guinea,2005,5.56,31700,60.2,750000
Eritrea,2005,4.94,2290,56.0,2830000
Estonia,2005,1.54,22800,72.9,1360000
Eswatini,2005,3.87,7240,43.6,1030000
Ethiopia,2005,5.69,736,56.8,76300000
Fiji,2005,2.86,7430,67.0,822000
Finland,2005,1.8,39100,79.1,5260000
France,2005,1.94,36400,80.4,61100000
Gabon,2005,4.23,17000,59.5,1390000
Gambia,2005,5.84,1430,62.4,1540000
Georgia,2005,1.66,5240,73.4,4210000
Germany,2005,1.35,37700,79.7,81600000
Ghana,2005,4.49,2510,60.0,21800000
Greece,2005,1.4,29600,79.3,11200000
Grenada,2005,2.34,11700,74.5,105000
Guatemala,2005,3.97,6270,69.5,13100000
Guinea,2005,5.73,1600,55.9,9110000
Guinea-Bissau,2005,5.39,1370,53.2,1340000
Guyana,2005,2.84,4730,66.6,746000
Haiti,2005,3.76,1570,59.8,9200000
Honduras,2005,3.45,3660,71.7,7460000
Hungary,2005,1.3,22500,72.9,10100000
Iceland,2005,2.07,40700,81.4,295000
India,2005,2.97,3410,65.5,1150000000
Indonesia,2005,2.51,6840,68.5,226000000
Iran,2005,1.83,15800,74.3,69800000
Iraq,2005,4.56,10900,69.5,26900000
Ireland,2005,1.98,46600,79.0,4140000
Israel,2005,2.91,26600,80.1,6530000
Italy,2005,1.36,37600,80.9,58300000
Jamaica,2005,2.36,8430,77.2,2740000
Japan,2005,1.31,35700,82.3,128000000
Jordan,2005,3.75,8740,74.6,5770000
Kazakhstan,2005,2.26,16000,65.3,15400000
Kenya,2005,4.84,2190,56.9,36600000
Kiribati,2005,3.91,1960,60.1,92300
Kuwait,2005,2.5,93700,79.2,2270000
Kyrgyz Republic,2005,2.58,2370,67.1,5080000
Lao,2005,3.62,3120,60.3,5750000
Latvia,2005,1.4,17500,70.8,2250000
Lebanon,2005,1.75,10500,76.4,4700000
Lesotho,2005,3.55,1910,44.4,2000000
Liberia,2005,5.46,940,58.7,3220000
Libya,2005,2.49,26000,74.0,5800000
Lithuania,2005,1.32,18500,71.4,3340000
Luxembourg,2005,1.64,88600,79.4,458000
Madagascar,2005,5.05,1390,60.7,18300000
Malawi,2005,5.9,868,47.5,12600000
Malaysia,2005,2.29,18600,74.0,25700000
Maldives,2005,2.34,9250,75.6,320000
Mali,2005,6.79,1760,56.7,12800000
Malta,2005,1.4,26300,79.3,405000
Mauritania,2005,5.18,3090,65.7,3020000
Mauritius,2005,1.82,12900,72.9,1220000
Mexico,2005,2.5,16200,75.3,106000000
"Micronesia, Fed. Sts.",2005,3.82,3260,66.6,106000
Moldova,2005,1.22,4000,68.7,4160000
Mongolia,2005,2.17,6050,63.9,2530000
Montenegro,2005,1.84,11800,74.5,616000
Morocco,2005,2.59,5370,70.8,30500000
Mozambique,2005,5.74,758,50.6,20500000
Myanmar,2005,2.72,2250,61.2,48900000
Namibia,2005,3.67,7700,52.6,1940000
Nepal,2005,3.29,1680,68.0,25700000
Netherlands,2005,1.71,43800,79.5,16400000
New Zealand,2005,2.05,31900,79.7,4140000
Nicaragua,2005,2.68,3720,75.6,5440000
Niger,2005,7.61,763,55.7,13600000
Nigeria,2005,5.99,4120,57.3,139000000
North Korea,2005,2.0,1770,70.3,23900000
North Macedonia,2005,1.53,9390,74.8,2060000
Norway,2005,1.84,62900,80.1,4630000
Oman,2005,2.95,41500,74.9,2510000
Pakistan,2005,4.07,3850,61.8,160000000
Palestine,2005,4.78,3590,70.9,3580000
Panama,2005,2.65,11900,78.0,3330000
Papua New Guinea,2005,4.26,2620,55.6,6490000
Paraguay,2005,3.04,8020,74.4,5820000
Peru,2005,2.68,7530,76.8,27900000
Philippines,2005,3.5,4780,69.1,86300000
Poland,2005,1.3,17200,75.2,38400000
Portugal,2005,1.42,26600,78.8,10500000
Qatar,2005,2.57,110000,76.6,865000
Romania,2005,1.38,14400,72.2,21400000
Russia,2005,1.29,19300,64.8,144000000
Rwanda,2005,5.14,1060,57.0,8840000
Samoa,2005,4.46,5340,72.2,180000
Sao Tome and Principe,2005,5.02,2200,66.1,157000
Saudi Arabia,2005,3.42,45700,74.7,23800000
Senegal,2005,5.16,2680,63.4,11100000
Serbia,2005,1.64,10800,72.7,9190000
Seychelles,2005,2.25,17800,72.4,88700
Sierra Leone,2005,5.86,1060,52.6,5650000
Singapore,2005,1.26,62600,81.1,4270000
Slovak Republic,2005,1.25,20000,74.3,5400000
Slovenia,2005,1.31,27000,77.7,1990000
Solomon Islands,2005,4.5,1680,61.0,470000
Somalia,2005,7.31,616,54.7,10400000
South Africa,2005,2.68,11000,52.0,47900000
South Korea,2005,1.17,25500,78.7,48700000
South Sudan,2005,5.8,3360,56.7,7540000
Spain,2005,1.35,32900,80.5,44000000
Sri Lanka,2005,2.28,6470,73.8,19500000
St. Lucia,2005,1.68,11100,74.3,163000
St. Vincent and the Grenadines,2005,2.17,9330,72.4,109000
Sudan,2005,5.14,2750,65.7,30900000
Suriname,2005,2.67,11900,69.9,499000
Sweden,2005,1.79,41300,80.6,9040000
Switzerland,2005,1.43,52800,81.5,7390000
Syria,2005,3.56,5650,75.0,18400000
Tajikistan,2005,3.5,1720,69.2,6790000
Tanzania,2005,5.64,1910,56.7,38500000
Thailand,2005,1.57,11500,74.8,65400000
Timor-Leste,2005,6.79,6500,67.7,995000
Togo,2005,5.18,1150,56.9,5610000
Tonga,2005,4.14,4950,70.8,101000
Trinidad and Tobago,2005,1.77,26400,71.9,1300000
Tunisia,2005,1.99,8800,75.8,10100000
Turkey,2005,2.27,16300,76.7,67900000
Turkmenistan,2005,2.65,6500,66.1,4750000
Uganda,2005,6.58,1260,53.8,27700000
Ukraine,2005,1.25,7280,67.8,46900000
United Arab Emirates,2005,2.15,91600,72.5,4590000
United Kingdom,2005,1.76,37200,79.3,60300000
United States,2005,2.06,49500,77.6,295000000
Uruguay,2005,2.16,13000,75.5,3320000
Uzbekistan,2005,2.46,3080,66.8,26400000
Vanuatu,2005,3.85,2610,63.4,209000
Venezuela,2005,2.63,15100,75.2,26400000
Vietnam,2005,1.89,3420,72.5,83800000
Yemen,2005,5.43,4250,65.9,20100000
Zambia,2005,5.79,2520,49.3,11900000
Zimbabwe,2005,3.99,1980,45.1,12100000
Afghanistan,2006,6.65,1120,57.6,26400000
Albania,2006,1.7,7910,76.4,3060000
Algeria,2006,2.58,12400,75.5,33600000
Angola,2006,6.42,5500,56.4,20100000
Antigua and Barbuda,2006,2.2,24700,76.0,82700
Argentina,2006,2.43,16700,75.4,39300000
Armenia,2006,1.3,6110,73.6,2960000
Australia,2006,1.89,39500,81.4,20500000
Austria,2006,1.41,42500,80.1,8290000
Azerbaijan,2006,1.82,10900,68.0,8630000
Bahamas,2006,1.87,33000,73.0,331000
Bahrain,2006,2.37,42700,75.7,958000
Bangladesh,2006,2.52,2100,67.9,141000000
Barbados,2006,1.76,16900,75.8,277000
Belarus,2006,1.36,12400,69.3,9520000
Belgium,2006,1.78,40500,79.6,10600000
Belize,2006,2.98,8000,72.6,291000
Benin,2006,5.58,1750,59.6,8220000
Bhutan,2006,2.73,4830,69.8,657000
Bolivia,2006,3.51,4780,69.4,9400000
Bosnia and Herzegovina,2006,1.29,8800,76.0,3770000
Botswana,2006,2.95,12400,54.2,1840000
Brazil,2006,1.93,12700,73.5,188000000
Brunei,2006,1.82,85400,74.8,370000
Bulgaria,2006,1.38,13400,72.7,7630000
Burkina Faso,2006,6.19,1310,55.9,13800000
Burundi,2006,6.62,707,53.8,7610000
Cambodia,2006,3.16,2150,64.5,13500000
Cameroon,2006,5.31,2800,55.3,18200000
Canada,2006,1.6,41200,80.6,32500000
Cape Verde,2006,3.02,5070,72.9,469000
Central African Republic,2006,5.35,863,45.6,4120000
Chad,2006,6.99,1740,53.7,10500000
Chile,2006,1.96,17900,78.2,16400000
China,2006,1.57,6390,74.9,1340000000
Colombia,2006,2.16,9840,76.6,43200000
Comoros,2006,5.17,2380,64.8,626000
"Congo, Dem. Rep.",2006,6.66,605,56.3,56600000
"Congo, Rep.",2006,5.03,5000,57.1,3750000
Costa Rica,2006,2.03,11600,79.2,4350000
Cote d'Ivoire,2006,5.38,2660,54.9,18800000
Croatia,2006,1.4,21100,75.8,4370000
Cuba,2006,1.57,5920,78.3,11300000
Cyprus,2006,1.5,34600,78.4,1050000
Czech Republic,2006,1.35,27500,76.8,10300000
Denmark,2006,1.85,46200,78.3,5440000
Djibouti,2006,3.74,2360,61.5,795000
Dominican Republic,2006,2.72,9860,73.2,9220000
Ecuador,2006,2.76,8780,74.1,14100000
Egypt,2006,3.0,8540,68.9,76900000
El Salvador,2006,2.47,6120,72.9,6080000
Equatorial Guinea,2006,5.5,32600,61.0,784000
Eritrea,2006,4.88,2190,56.6,2920000
Estonia,2006,1.58,25300,73.1,1350000
Eswatini,2006,3.82,7630,43.9,1040000
Ethiopia,2006,5.52,794,57.9,78500000
Fiji,2006,2.82,7510,67.0,828000
Finland,2006,1.84,40500,79.5,5280000
France,2006,1.96,37000,80.7,61500000
Gabon,2006,4.19,16000,59.9,1430000
Gambia,2006,5.81,1410,62.6,1590000
Georgia,2006,1.71,5770,73.7,4190000
Germany,2006,1.36,39100,79.9,81500000
Ghana,2006,4.44,2600,60.2,22400000
Greece,2006,1.42,31100,79.6,11200000
Grenada,2006,2.32,11200,74.5,105000
Guatemala,2006,3.83,6460,69.9,13400000
Guinea,2006,5.65,1580,56.1,9310000
Guinea-Bissau,2006,5.31,1370,53.9,1380000
Guyana,2006,2.8,4970,67.2,746000
Haiti,2006,3.67,1580,60.2,9340000
Honduras,2006,3.33,3800,71.9,7630000
Hungary,2006,1.31,23400,73.3,10100000
Iceland,2006,2.09,41800,81.7,300000
India,2006,2.9,3630,65.8,1170000000
Indonesia,2006,2.51,7120,68.7,229000000
Iran,2006,1.81,16400,74.5,70600000
Iraq,2006,4.55,11800,68.7,27400000
Ireland,2006,1.99,47600,79.3,4230000
Israel,2006,2.92,27600,80.3,6680000
Italy,2006,1.38,38200,81.2,58500000
Jamaica,2006,2.33,8630,77.3,2750000
Japan,2006,1.32,36100,82.6,128000000
Jordan,2006,3.73,9090,75.0,5990000
Kazakhstan,2006,2.37,17500,65.5,15600000
Kenya,2006,4.76,2270,57.6,37600000
Kiribati,2006,3.9,1920,60.3,94300
Kuwait,2006,2.45,96400,79.2,2370000
Kyrgyz Republic,2006,2.65,2420,67.2,5120000
Lao,2006,3.52,3330,61.0,5850000
Latvia,2006,1.43,19800,70.3,2230000
Lebanon,2006,1.68,10600,76.2,4760000
Lesotho,2006,3.47,2000,44.2,1990000
Liberia,2006,5.37,982,59.4,3330000
Libya,2006,2.46,27300,74.5,5890000
Lithuania,2006,1.35,20200,71.0,3300000
Luxembourg,2006,1.63,91700,79.7,466000
Madagascar,2006,4.96,1420,61.1,18900000
Malawi,2006,5.83,884,48.5,13000000
Malaysia,2006,2.25,19200,74.3,26200000
Maldives,2006,2.29,11400,76.2,327000
Mali,2006,6.76,1790,57.2,13200000
Malta,2006,1.38,26700,79.5,406000
Mauritania,2006,5.14,3570,66.4,3110000
Mauritius,2006,1.78,13400,73.0,1230000
Mexico,2006,2.46,16600,75.7,108000000
"Micronesia, Fed. Sts.",2006,3.74,3280,66.7,105000
Moldova,2006,1.23,4210,68.9,4150000
Mongolia,2006,2.24,6480,64.4,2560000
Montenegro,2006,1.83,12800,74.7,618000
Morocco,2006,2.57,5710,71.1,30800000
Mozambique,2006,5.71,809,50.6,21100000
Myanmar,2006,2.66,2530,61.9,49300000
Namibia,2006,3.64,8110,53.3,1970000
Nepal,2006,3.15,1710,68.3,26100000
Netherlands,2006,1.72,45300,79.8,16400000
New Zealand,2006,2.09,32400,79.9,4190000
Nicaragua,2006,2.62,3820,76.3,5510000
Niger,2006,7.59,777,56.5,14100000
Nigeria,2006,5.96,4260,57.9,143000000
North Korea,2006,2.0,1740,70.4,24100000
North Macedonia,2006,1.5,9850,74.8,2060000
Norway,2006,1.9,63900,80.4,4670000
Oman,2006,2.91,42500,75.1,2580000
Pakistan,2006,4.02,4000,63.1,164000000
Palestine,2006,4.7,3360,69.4,3660000
Panama,2006,2.64,12700,78.0,3390000
Papua New Guinea,2006,4.21,2620,55.6,6650000
Paraguay,2006,2.97,8280,74.3,5910000
Peru,2006,2.65,8020,77.4,28100000
Philippines,2006,3.43,4940,69.0,87900000
Poland,2006,1.32,18300,75.3,38400000
Portugal,2006,1.4,27000,79.1,10500000
Qatar,2006,2.43,117000,76.9,1020000
Romania,2006,1.4,15700,72.7,21200000
Russia,2006,1.3,21000,66.3,143000000
Rwanda,2006,5.02,1140,58.7,9040000
Samoa,2006,4.46,5410,72.4,181000
Sao Tome and Principe,2006,4.97,2340,66.8,162000
Saudi Arabia,2006,3.33,45700,74.7,24500000
Senegal,2006,5.13,2680,63.9,11400000
Serbia,2006,1.61,11900,73.2,9150000
Seychelles,2006,2.27,19100,72.7,89500
Sierra Leone,2006,5.75,1070,53.0,5830000
Singapore,2006,1.28,66200,81.5,4400000
Slovak Republic,2006,1.27,21700,74.5,5400000
Slovenia,2006,1.36,28400,78.0,2000000
Solomon Islands,2006,4.46,1760,61.1,481000
Somalia,2006,7.23,615,55.1,10800000
South Africa,2006,2.66,11500,52.0,48500000
South Korea,2006,1.16,26700,79.2,48900000
South Sudan,2006,5.72,3610,56.5,7910000
Spain,2006,1.37,33700,80.9,44700000
Sri Lanka,2006,2.28,6910,74.2,19700000
St. Lucia,2006,1.63,11600,74.6,165000
St. Vincent and the Grenadines,2006,2.15,10000,72.6,109000
Sudan,2006,5.09,2940,66.1,31700000
Suriname,2006,2.64,12500,70.2,505000
Sweden,2006,1.87,43000,80.8,9100000
Switzerland,2006,1.44,54500,81.7,7460000
Syria,2006,3.47,5750,75.3,19100000
Tajikistan,2006,3.49,1810,69.3,6920000
Tanzania,2006,5.62,1980,57.4,39500000
Thailand,2006,1.56,12000,75.4,65800000
Timor-Leste,2006,6.69,9020,68.2,1020000
Togo,2006,5.12,1160,57.5,5760000
Tonga,2006,4.1,4880,70.8,102000
Trinidad and Tobago,2006,1.78,29800,72.6,1300000
Tunisia,2006,2.0,9180,76.1,10200000
Turkey,2006,2.24,17300,77.0,68800000
Turkmenistan,2006,2.65,7120,66.3,4810000
Uganda,2006,6.51,1350,54.9,28600000
Ukraine,2006,1.3,7870,68.5,46600000
United Arab Emirates,2006,2.07,87100,72.6,5300000
United Kingdom,2006,1.8,37800,79.4,60800000
United States,2006,2.11,50400,77.8,298000000
Uruguay,2006,2.14,13500,76.0,3330000
Uzbekistan,2006,2.46,3270,67.3,26800000
Vanuatu,2006,3.76,2760,63.5,214000
Venezuela,2006,2.6,16400,75.2,26900000
Vietnam,2006,1.9,3630,72.7,84600000
Yemen,2006,5.25,4260,66.4,20700000
Zambia,2006,5.72,2650,50.2,12200000
Zimbabwe,2006,3.99,1890,45.4,12200000
Afghanistan,2007,6.46,1250,58.0,27100000
Albania,2007,1.67,8450,76.9,3030000
Algeria,2007,2.66,12600,75.7,34200000
Angola,2007,6.37,6040,57.5,20900000
Antigua and Barbuda,2007,2.18,26500,76.3,84000
Argentina,2007,2.41,18000,75.1,39700000
Armenia,2007,1.4,7010,73.9,2930000
Australia,2007,1.92,40700,81.4,20900000
Austria,2007,1.38,43900,80.2,8310000
Azerbaijan,2007,1.84,13500,68.5,8720000
Bahamas,2007,1.87,32900,73.5,337000
Bahrain,2007,2.29,42800,76.5,1040000
Bangladesh,2007,2.44,2220,68.1,143000000
Barbados,2007,1.77,17100,76.1,279000
Belarus,2007,1.4,13600,70.2,9480000
Belgium,2007,1.8,41600,79.6,10700000
Belize,2007,2.89,7880,73.2,299000
Benin,2007,5.52,1810,60.0,8450000
Bhutan,2007,2.64,5630,70.3,665000
Bolivia,2007,3.43,4910,69.7,9560000
Bosnia and Herzegovina,2007,1.29,9320,75.7,3760000
Botswana,2007,2.92,13200,55.8,1880000
Brazil,2007,1.88,13300,73.7,190000000
Brunei,2007,1.81,84500,74.9,375000
Bulgaria,2007,1.42,14500,73.0,7580000
Burkina Faso,2007,6.12,1340,56.5,14300000
Burundi,2007,6.53,707,54.9,7860000
Cambodia,2007,3.09,2330,65.3,13700000
Cameroon,2007,5.27,2860,55.7,18700000
Canada,2007,1.62,41600,80.7,32900000
Cape Verde,2007,2.93,5770,73.0,475000
Central African Republic,2007,5.32,885,46.0,4200000
Chad,2007,6.9,1740,54.6,10800000
Chile,2007,1.95,18500,78.4,16500000
China,2007,1.58,7260,75.4,1350000000
Colombia,2007,2.12,10400,77.3,43700000
Comoros,2007,5.11,2340,65.0,642000
"Congo, Dem. Rep.",2007,6.61,623,56.6,58500000
"Congo, Rep.",2007,5.01,4760,57.6,3880000
Costa Rica,2007,2.01,12300,80.2,4400000
Cote d'Ivoire,2007,5.34,2650,55.5,19200000
Croatia,2007,1.41,22200,75.7,4360000
Cuba,2007,1.58,6050,78.3,11300000
Cyprus,2007,1.48,35600,78.8,1060000
Czech Republic,2007,1.39,28800,77.0,10400000
Denmark,2007,1.85,46400,78.4,5470000
Djibouti,2007,3.62,2440,62.3,805000
Dominican Republic,2007,2.69,10500,73.5,9340000
Ecuador,2007,2.74,8820,74.2,14300000
Egypt,2007,3.02,8990,69.3,78200000
El Salvador,2007,2.41,6200,72.4,6110000
Equatorial Guinea,2007,5.43,35900,61.4,822000
Eritrea,2007,4.82,2170,57.0,3000000
Estonia,2007,1.62,27400,73.2,1340000
Eswatini,2007,3.76,7920,44.2,1040000
Ethiopia,2007,5.36,860,59.2,80700000
Fiji,2007,2.77,7370,66.9,836000
Finland,2007,1.83,42500,79.5,5300000
France,2007,1.97,37700,81.0,61900000
Gabon,2007,4.16,16500,60.6,1470000
Gambia,2007,5.79,1420,62.7,1640000
Georgia,2007,1.77,6530,73.8,4170000
Germany,2007,1.36,40500,80.1,81300000
Ghana,2007,4.39,2640,60.4,23000000
Greece,2007,1.44,32100,79.4,11100000
Grenada,2007,2.3,11900,74.5,105000
Guatemala,2007,3.7,6710,70.9,13700000
Guinea,2007,5.58,1650,56.3,9520000
Guinea-Bissau,2007,5.24,1380,54.3,1410000
Guyana,2007,2.76,5320,67.7,746000
Haiti,2007,3.58,1610,60.6,9500000
Honduras,2007,3.2,3950,72.2,7810000
Hungary,2007,1.32,23500,73.5,10000000
Iceland,2007,2.1,44600,81.9,305000
India,2007,2.82,3850,66.0,1180000000
Indonesia,2007,2.51,7470,69.0,232000000
Iran,2007,1.79,17500,74.7,71300000
Iraq,2007,4.55,11800,69.2,27900000
Ireland,2007,1.99,48700,79.6,4320000
Israel,2007,2.93,28700,80.6,6850000
Italy,2007,1.4,38600,81.4,58700000
Jamaica,2007,2.29,8710,76.4,2770000
Japan,2007,1.33,36700,82.8,128000000
Jordan,2007,3.71,9420,75.8,6260000
Kazakhstan,2007,2.47,18900,66.2,15700000
Kenya,2007,4.68,2360,58.4,38700000
Kiribati,2007,3.88,1910,60.5,96500
Kuwait,2007,2.4,96800,79.5,2500000
Kyrgyz Republic,2007,2.73,2600,67.7,5180000
Lao,2007,3.42,3520,61.7,5940000
Latvia,2007,1.46,21900,70.8,2200000
Lebanon,2007,1.63,11500,76.6,4770000
Lesotho,2007,3.41,2100,44.5,1990000
Liberia,2007,5.28,1030,60.0,3460000
Libya,2007,2.44,28600,74.8,5970000
Lithuania,2007,1.39,22700,70.7,3260000
Luxembourg,2007,1.62,97900,80.1,475000
Madagascar,2007,4.87,1460,61.4,19400000
Malawi,2007,5.73,942,49.7,13300000
Malaysia,2007,2.22,20000,74.5,26700000
Maldives,2007,2.26,12000,76.8,335000
Mali,2007,6.72,1790,57.8,13700000
Malta,2007,1.38,27700,79.6,408000
Mauritania,2007,5.1,3570,66.9,3200000
Mauritius,2007,1.72,14100,73.4,1230000
Mexico,2007,2.42,16800,75.9,109000000
"Micronesia, Fed. Sts.",2007,3.66,3240,66.8,104000
Moldova,2007,1.24,4340,69.3,4130000
Mongolia,2007,2.33,7050,65.0,2590000
Montenegro,2007,1.82,13600,75.0,620000
Morocco,2007,2.56,5840,71.4,31200000
Mozambique,2007,5.67,846,50.8,21700000
Myanmar,2007,2.59,2820,62.5,49600000
Namibia,2007,3.62,8390,54.5,2010000
Nepal,2007,3.01,1750,68.5,26400000
Netherlands,2007,1.72,46900,80.2,16500000
New Zealand,2007,2.11,33100,80.0,4230000
Nicaragua,2007,2.57,3960,76.5,5590000
Niger,2007,7.57,772,57.2,14700000
Nigeria,2007,5.93,4420,58.5,146000000
North Korea,2007,2.0,1710,70.4,24200000
North Macedonia,2007,1.48,10500,74.9,2070000
Norway,2007,1.9,65100,80.5,4720000
Oman,2007,2.89,43100,75.2,2660000
Pakistan,2007,3.98,4100,63.5,168000000
Palestine,2007,4.62,3500,71.3,3760000
Panama,2007,2.64,14000,78.2,3450000
Papua New Guinea,2007,4.16,2840,55.7,6810000
Paraguay,2007,2.91,8600,74.8,6000000
Peru,2007,2.62,8640,77.9,28300000
Philippines,2007,3.35,5180,69.2,89400000
Poland,2007,1.34,19600,75.3,38400000
Portugal,2007,1.38,27600,79.3,10600000
Qatar,2007,2.31,116000,77.2,1220000
Romania,2007,1.43,17100,73.2,21000000
Russia,2007,1.41,22800,67.3,143000000
Rwanda,2007,4.9,1190,60.3,9270000
Samoa,2007,4.45,5720,72.4,182000
Sao Tome and Principe,2007,4.93,2350,67.3,166000
Saudi Arabia,2007,3.24,45300,74.7,25200000
Senegal,2007,5.11,2740,64.5,11700000
Serbia,2007,1.6,12800,73.7,9100000
Seychelles,2007,2.29,21000,72.8,90100
Sierra Leone,2007,5.62,1130,53.5,5990000
Singapore,2007,1.29,69200,81.9,4580000
Slovak Republic,2007,1.29,24000,74.5,5400000
Slovenia,2007,1.4,30200,78.2,2010000
Solomon Islands,2007,4.41,1840,61.0,492000
Somalia,2007,7.14,615,55.0,11100000
South Africa,2007,2.64,11900,52.6,49100000
South Korea,2007,1.16,28000,79.7,49000000
South Sudan,2007,5.64,3920,57.0,8320000
Spain,2007,1.38,34300,81.0,45400000
Sri Lanka,2007,2.27,7330,74.4,19800000
St. Lucia,2007,1.6,11700,75.0,168000
St. Vincent and the Grenadines,2007,2.13,10400,72.8,109000
Sudan,2007,5.03,3190,66.5,32400000
Suriname,2007,2.61,13000,70.6,511000
Sweden,2007,1.89,44100,80.9,9160000
Switzerland,2007,1.46,56300,81.9,7540000
Syria,2007,3.39,5860,75.5,19900000
Tajikistan,2007,3.49,1910,69.4,7060000
Tanzania,2007,5.58,2050,58.3,40700000
Thailand,2007,1.56,12600,75.9,66200000
Timor-Leste,2007,6.59,9310,68.8,1040000
Togo,2007,5.06,1160,57.7,5920000
